ldk;codigoperiodo;codigoine;dscautarquia;despesatotal;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;investimentosoutrosinvestimentosbensdecapital;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital
T1_1115;T1;1115;AMADORA;15375357.94;12805388.52;6148445.35;4028997.7;32408.13;2595537.34;2159135.06;656380;576873.19;620864.54;15107.16;289910.17;410834.36
T1_1301;T1;1301;AMARANTE;6593897.47;4001108.83;2056799.47;1427053.01;34261.29;482995.06;1935666.54;0;101357.96;536827.45;383336.86;914144.27;657122.1
T1_0301;T1;0301;AMARES;2971754.99;1756436.07;929365.01;578649.94;67694.88;180726.24;776439.64;0;278632.71;102334.69;345874.77;49597.47;438879.28
T1_0103;T1;0103;ANADIA;2816696.02;1814053.07;905676.59;674465.89;29875.29;204035.3;757760.58;158560;193712.88;20173.53;284701.15;100613.02;244882.37
T1_4301;T1;4301;ANGRA DO HEROÍSMO;3995924.07;1836590.33;901023.45;505597.98;28081.07;401887.83;1308397.01;34072.79;225334.94;98085.43;818088.88;132814.97;850936.73
T1_1003;T1;1003;ANSIÃO;2115849.7;1120860.82;544308.92;437062.63;54466.39;85022.88;699973.33;80250;270396.42;3569.52;221775.43;123981.96;295015.55
T1_1601;T1;1601;ARCOS DE VALDEVEZ;3990504.29;2117570.28;1098748.26;689059.39;34123.87;295638.76;1246147.15;321586.69;286580.52;250264.96;264903.6;122811.38;626786.86
T1_0601;T1;0601;ARGANIL;2034520.14;1449904.63;893179.57;369681.76;12434.5;174608.8;408182.51;0;53544.37;4804.66;296935.91;52897.57;176433
T1_1801;T1;1801;ARMAMAR;2135263.84;1322597.66;730063.4;511993.52;46091.8;34448.94;578718.4;10000;92293.23;31240.46;374296.73;70887.98;233947.78
T1_0104;T1;0104;AROUCA;3714789.88;2132915.57;765733.9;1262852.3;5320.36;99009.01;1412897.13;6378;934468.04;116760.81;233789.97;121500.31;168977.18
T1_0702;T1;0702;ARRAIOLOS;2368985.05;1558563.67;702777.02;669334.09;24061.68;162390.88;560022.83;0;259618.9;204244.08;0;96159.85;250398.55
T1_1202;T1;1202;ARRONCHES;1543825.7;798907.64;445281.8;259536.01;5070.64;89019.19;662627.41;0;177320.28;9460.26;1848.38;473998.49;82290.65
T1_1102;T1;1102;ARRUDA DOS VINHOS;2853454.13;2176863.24;849165.88;1042354.18;28156.12;257187.06;468134.16;10000;137288.33;31139.34;126630.03;163076.46;208456.73
T1_0105;T1;0105;AVEIRO;5891713.84;4470028.4;2603754.08;478420.62;241135.62;1146718.08;538676.9;179565.23;6268.9;47350.96;48181.06;257310.75;883008.54
T1_1203;T1;1203;AVIS;2446931.32;1495668.31;865671.85;379905.26;24090.45;226000.75;271387.97;0;29380.92;2897.48;93917.49;145192.08;679875.04
T1_1103;T1;1103;AZAMBUJA;4165338.09;2374739.85;1422326.33;551018.76;166687.32;234707.44;145368.81;0;14640;0;45468.5;85260.31;1645229.43
T1_1302;T1;1302;BAIÃO;3306990.65;2103714.57;1171683.18;780294.6;10999.34;140737.45;913322.78;381500;0;55198.25;99996.78;376627.75;289953.3
T1_0302;T1;0302;BARCELOS;13978007.85;8446844.63;2936454.52;3354845.51;4186.26;2151358.34;3636881.45;244814.43;490172.61;125657.68;1964159.6;812077.13;1894281.77
T1_0204;T1;0204;BARRANCOS;1120966.44;801028.85;461693.87;119310.15;15657.97;204366.86;52762.13;231.74;304.22;0;3969.81;48256.36;267175.46
T1_1504;T1;1504;BARREIRO;9230673.63;6399773.35;3602167.25;1488426.24;86349;1222830.86;1363386.71;24570.65;472080.82;330556.97;320335.58;215842.69;1467513.57
T1_1004;T1;1004;BATALHA;1977008.22;1258725.95;470087.92;538687.5;1903.11;248047.42;587130.1;70247.5;7800;58227.5;198285.89;252569.21;131152.17
T1_0205;T1;0205;BEJA;4877749.55;3030887.67;1911297.88;939168.52;36699.36;143721.91;1280486.49;1750.96;1070765.12;711.58;48077.48;159181.35;566375.39
T1_0501;T1;0501;BELMONTE;1359847.07;840347.6;260836.74;439011.77;7324.85;133174.24;490674.51;0;48652.21;0;194647.26;247375.04;28824.96
T1_1405;T1;1405;BENAVENTE;4318089.79;3597999.25;1609233.4;1426575.24;13080.94;549109.67;531950.28;38220;0;106757.78;372708.34;14264.16;188140.26
T1_1005;T1;1005;BOMBARRAL;1477357.42;1169005.07;890290.3;182056.96;24211.09;72446.72;52540.75;0;7344.97;810;30283.99;14101.79;255811.6
T1_0703;T1;0703;BORBA;1846601.01;1337810.77;807446.23;420403.1;55898.27;54063.17;106972.88;0;30770.69;16636.59;6025.69;53539.91;401817.36
T1_1702;T1;1702;BOTICAS;1672190.54;1095316.51;620437.86;389458.05;15552.7;69867.9;330015.38;13000;16384.13;28548.85;221322.78;50759.62;246858.65
T1_0303;T1;0303;BRAGA;20599487.58;9895049.99;5804633.45;1665481.43;452439.02;1972496.09;4238247.2;0;134234.34;56916.75;269614.06;3777482.05;6466190.39
T1_0402;T1;0402;BRAGANÇA;8195190.92;5145636.57;1532102.7;3155419.14;68826.07;389288.66;2315614.68;258015.32;128155.06;13796;590943.41;1324704.89;733939.67
T1_0304;T1;0304;CABECEIRAS DE BASTO;4862864.19;1756726.83;1005449.97;427739.33;23768.99;299768.54;2638836.16;0;1641673.04;129508.48;667377.17;200277.47;467301.2
T1_1104;T1;1104;CADAVAL;1912784.41;1522979.7;864378.85;502179.36;6574.15;149847.34;314677.48;0;74157.93;54734.8;59009.94;126774.81;75127.23
T1_1006;T1;1006;CALDAS DA RAINHA;7270949.56;3045403.61;1132773.22;1095219.15;14162.31;803248.93;3899781.22;0;2340574.91;618;1441816.27;116772.04;325764.73
T1_3101;T1;3101;CALHETA (MADEIRA);1872535.34;1271603.23;485974.83;366613.14;39822.66;379192.6;375893.54;149303.55;4638.38;15041.89;157269.89;49639.83;225038.57
T1_4501;T1;4501;CALHETA (SÃO JORGE);872995.42;716761.36;424223.12;188785.73;84365.69;19386.82;89878.1;0;0;8421.43;51209.56;30247.11;66355.96
T1_3102;T1;3102;CÂMARA DE LOBOS;3087394.26;1854484.89;944421.71;820418.6;45450.65;44193.93;929861.23;84583.45;9466.56;23867.63;725004.96;86938.63;303048.14
T1_1602;T1;1602;CAMINHA;2908454.84;2036001.69;1015959.19;862383.57;11845.92;145813.01;715675.95;0;13313.52;496775.22;146609.61;58977.6;156777.2
T1_1204;T1;1204;CAMPO MAIOR;1883447.01;1582718.05;1016275.99;441448.97;7601.21;117391.88;244662.15;53763.5;24434.68;20550.97;89865.41;56047.59;56066.81
T1_0602;T1;0602;CANTANHEDE;3241451.88;2273971.26;1339425.48;467984.3;38749.92;427811.56;551691.89;0;201384.54;0;260378.12;89929.23;415788.73
T1_0403;T1;0403;CARRAZEDA DE ANSIÃES;1775790.58;1233343.44;649090.48;351651.84;63364.56;169236.56;120332.94;13043.25;85894.6;0;19664.3;1730.79;422114.2
T1_1802;T1;1802;CARREGAL DO SAL;1549650.82;1089569.19;494994.28;436641.1;19388.4;138545.41;167851.05;25739.02;92192;1411.2;28483.37;20025.46;292230.58
T1_1406;T1;1406;CARTAXO;3949401.8;2756683.08;1645669.5;788633.02;112441.56;209939;155877.5;20138.86;24978.82;11127.85;25711.72;73920.25;1036841.22
T1_1105;T1;1105;CASCAIS;33270007.76;23590130.63;7605216.39;12322935.23;146364.62;3515614.39;6035009.4;281171.06;432722.59;1420218.24;2285864.2;1615033.31;3644867.73
T1_1007;T1;1007;CASTANHEIRA DE PÊRA;1008239.9;544323.37;326027.1;167584.91;27289.51;23421.85;435646.41;5000;232669.2;2868.48;91028.92;104079.81;28270.12
T1_0502;T1;0502;CASTELO BRANCO;6909095.22;3717973.18;1640560.83;1318854.58;721.12;757836.65;2661552.78;1035541.36;912317.77;57467.67;414517.27;241708.71;529569.26
T1_0106;T1;0106;CASTELO DE PAIVA;2383354.18;1648735.77;693457.53;769145.39;59895.01;126237.84;420770.49;25000;302311.75;9296.82;25977.17;58184.75;313847.92
T1_1205;T1;1205;CASTELO DE VIDE;1361789.89;1019682;653975.65;300060.68;5621.97;60023.7;278063.46;29736.88;95798.39;46229.56;31703.19;74595.44;64044.43
T1_1803;T1;1803;CASTRO DAIRE;3232386.37;1815880.65;909477.04;735497.45;14959.78;155946.38;1093905.27;682;205471.15;263491.27;526392.07;97868.78;322600.45
T1_0804;T1;0804;CASTRO MARIM;3806388.55;1974345.26;656345.38;940649.05;3349.9;374000.93;1801540.3;77934.02;13312.08;829163.06;436377.31;444753.83;30502.99
T1_0206;T1;0206;CASTRO VERDE;2422408.45;1775193.03;948779.56;504771.29;20150.11;301492.07;439236.86;0;135332.23;122249.66;29147.44;152507.53;207978.56
T1_0903;T1;0903;CELORICO DA BEIRA;2298771.69;2045571.2;1065905.8;617275.25;52608;309782.15;209575.17;8845.54;21626.42;30003.11;58524.93;90575.17;43625.32
T1_0305;T1;0305;CELORICO DE BASTO;3782555.75;1909997.78;1057888.17;530502.86;96606.19;225000.56;1428862.85;324345.31;875964.62;138053.6;53354.25;37145.07;443695.12
T1_1407;T1;1407;CHAMUSCA;3470813.61;1627560.02;824909.79;465689.2;17734.22;319226.81;808166.21;50805.56;56909.55;98088.23;273067.53;329295.34;1035087.38
T1_1703;T1;1703;CHAVES;7253667.19;3983281.37;2180411.6;1260194.77;66364.19;476310.81;2570495.06;18913.83;909698.67;231188.4;1001706.55;408987.61;699890.76
T1_1804;T1;1804;CINFÃES;3173668.66;1978713.97;1035829.21;794044.39;134.3;148706.07;925453.83;123884.38;185990.15;271974.07;139060.76;204544.47;269500.86
T1_0603;T1;0603;COIMBRA;18351684.5;12742929.68;6290351.72;3848604.3;313104.62;2290869.04;3367773.58;604229.55;392631.45;208697.91;1922888.02;239326.65;2240981.24
T1_0604;T1;0604;CONDEIXA-A-NOVA;2924242.39;1589476.85;808544.12;621021.55;11128.47;148782.71;1133840.42;25000;354317.51;9525.62;480041.44;264955.85;200925.12
T1_1408;T1;1408;CONSTÂNCIA;1485102.54;956599.94;458730.64;390125.74;17687;90056.56;401472.47;36100.24;229433.13;30149.42;19294.28;86495.4;127030.13
T1_1409;T1;1409;CORUCHE;3912359.29;2820364.88;1421426.82;1077441.29;14556.15;306940.62;900861.69;63071.57;37979.77;7560.18;338432.97;453817.2;191132.72
T1_4901;T1;4901;CORVO;387625.54;244254.38;140435.75;89239.86;4428.77;10150;111284.86;0;0;1566.57;59638.65;50079.64;32086.3
T1_0503;T1;0503;COVILHÃ;6824625.58;3841410.43;1542011.81;1442589.46;252959.69;603849.47;1864623.2;167802.53;235441.24;9116.18;1055894.14;396369.11;1118591.95
T1_1206;T1;1206;CRATO;1450027.03;1095885.92;486126.74;419500.23;23301.13;166957.82;191181.04;0;2293.59;3027.02;63512.86;122347.57;162960.07
T1_0207;T1;0207;CUBA;1143741.24;964302.85;557415.93;257561.71;10431.78;138893.43;46355.24;0;4206.92;9170.03;6109.02;26869.27;133083.15
T1_1207;T1;1207;ELVAS;4093464.78;3432963.02;1326368.1;1506074.9;267144.43;333375.59;438288.69;73130.42;38543.98;345.43;278067.95;48200.91;222213.07
T1_1410;T1;1410;ENTRONCAMENTO;3111721.04;1899546.15;1016298.54;789150.92;56209.45;37887.24;969293.06;14946.42;53415.58;284747.19;427555.25;188628.62;242881.83
T1_0107;T1;0107;ESPINHO;5198550.5;4275047.22;2428266.81;1237639.38;32853.49;576287.54;504719.35;24900;279724.54;65930;26902.23;107262.58;418783.93
T1_0306;T1;0306;ESPOSENDE;2636814.8;2160862.24;959689.01;802348.97;24288.64;374535.62;173875.18;0;49917.08;0;27841.27;96116.83;302077.38
T1_0108;T1;0108;ESTARREJA;4779534.44;2477642.33;1166593.62;987798.34;35514.06;287736.31;2019420.02;393146.68;920821.06;362867.7;226467.23;116117.35;282472.09
T1_0704;T1;0704;ESTREMOZ;3325664.57;2086950.59;1087250.34;724183.45;53380.28;222136.52;1089915.38;5440;81514.87;171838.82;671514.44;159607.25;148798.6
T1_0705;T1;0705;ÉVORA;9168089.02;7067882.49;4809717.4;1414847.02;242358.13;600959.94;213192.78;1601.05;29970.36;853.6;24469.63;156298.14;1887013.75
T1_0307;T1;0307;FAFE;6275671;4611259.65;1840734.07;1431411.39;85334.5;1253779.69;493367.46;0;6000;110564.52;275183.66;101619.28;1171043.89
T1_0805;T1;0805;FARO;5168248.11;4444653.15;3475980.26;444833.27;170463.56;353376.06;294740.66;0;12850.8;58680.44;77049.06;146160.36;428854.3
T1_1303;T1;1303;FELGUEIRAS;8669793.45;5047823.59;2660174.91;1850415.55;14640.79;522592.34;3484701.04;416314.92;2291136.36;149657.24;297574.92;330017.6;137268.82
T1_0208;T1;0208;FERREIRA DO ALENTEJO;2621380.28;2032358.77;1071600.83;521282.9;34088.62;405386.42;258970.02;40000;71403;99436.68;1992;46138.34;330051.49
T1_1411;T1;1411;FERREIRA DO ZÊZERE;1874137.58;1223809.14;528397.89;540858.68;13024.16;141528.41;531076.67;50000;87134.86;2021.44;297285.14;94635.23;119251.77
T1_0605;T1;0605;FIGUEIRA DA FOZ;4275189.34;3372639.69;2239378.14;586622.4;98123.44;448515.71;194660.77;0;30974.76;0;10210.47;153475.54;707888.88
T1_0904;T1;0904;FIGUEIRA DE CASTELO RODRIGO;1895996.16;1300151.12;483437.79;376692.67;12372.84;427647.82;370026.13;606;4500;41093.89;197470.58;126355.66;225818.91
T1_1008;T1;1008;FIGUEIRÓ DOS VINHOS;1860058.56;1154501.62;736791.79;317693.93;37219.72;62796.18;136269;0;22934.22;12028.22;51416.83;49889.73;569287.94
T1_0905;T1;0905;FORNOS DE ALGODRES;1266863.48;900284.91;429459.75;286486.99;133276.34;51061.83;111771.69;0;11638.73;27987.86;7569.52;64575.58;254806.88
T1_0404;T1;0404;FREIXO DE ESPADA À CINTA;2129451.25;1313336.95;668110.44;465462.66;87430.19;92333.66;569455.18;64899.8;302970.53;2378.53;88522;110684.32;246659.12
T1_1208;T1;1208;FRONTEIRA;1578992.53;829611.09;385214.45;353793.01;13765.46;76838.17;663739.94;0;25295.04;2715;155354.86;480375.04;85641.5
T1_3103;T1;3103;FUNCHAL;14951812.43;10533599.52;7218011.97;1882112.27;292130.43;1141344.85;2988988.75;361718.55;388067.75;1021310.43;616057.78;601834.24;1429224.16
T1_0504;T1;0504;FUNDÃO;5416631.14;2477801.51;1302194.62;885231.64;118731.56;171643.69;1537605.37;719.9;206532.11;159352.48;829569.73;341431.15;1401224.26
T1_1209;T1;1209;GAVIÃO;1124074.32;874883.14;526674.77;208034.23;13008.49;127165.65;154068.56;7544.82;18833.08;2158.32;32548.34;92984;95122.62
T1_0606;T1;0606;GÓIS;1727436.89;1070315.44;620497.88;324788.73;17750.66;107278.17;534339.02;0;75854.17;17951.04;406903.36;33630.45;122782.43
T1_1412;T1;1412;GOLEGÃ;1694909.66;1003432.71;554739.28;352796.8;11422.89;84473.74;651234.54;200349;260766.75;42333.04;41261.22;106524.53;40242.41
T1_1304;T1;1304;GONDOMAR;15034324.3;10340964.55;5376395.01;3564008.27;83979.41;1316581.86;3448828.93;339652.93;446075.91;128272.75;629069.75;1905757.59;1244530.82
T1_0906;T1;0906;GOUVEIA;2352278.53;1468124.46;682397.14;304635.67;43091.2;438000.45;518936.96;27679.2;8978.72;113853.7;111770.88;256654.46;365217.11
T1_1505;T1;1505;GRÂNDOLA;4487688.63;3543795.1;2012421.85;1146400.27;31292.34;353680.64;791478.12;36448.42;47021.44;20238.76;427335.31;260434.19;152415.41
T1_0907;T1;0907;GUARDA;7279471.79;4310646.35;2283079.44;1074286.74;302251.71;651028.46;946571.24;238980.42;371881.87;7653.89;107193.02;220862.04;2022254.2
T1_0308;T1;0308;GUIMARÃES;15121241.04;11408197.17;5477469.65;3862458.55;367845.78;1700423.19;1895259.81;665297.8;109181.94;0;162916.44;957863.63;1817784.06
T1_4701;T1;4701;HORTA;1370969.15;1119131.94;738710.41;230219.51;21545.79;128656.23;35589.33;0;0;0;9120;26469.33;216247.88
T1_0505;T1;0505;IDANHA-A-NOVA;3747551.75;2855814.48;1044088.56;1547938.23;19178.63;244609.06;622261.84;33073.48;168781.9;4893.6;184621.99;230890.87;269475.43
T1_0110;T1;0110;ÍLHAVO;5876901.95;4089025.78;1640496.82;2041311.76;112360.02;294857.18;1204396.04;128743.1;752437.37;35829.19;155737.61;131648.77;583480.13
T1_0806;T1;0806;LAGOA (ALGARVE);4056392.15;3159422.84;1747645.72;997397.34;32475.06;381904.72;615627.68;0;92768.01;69401.94;270895.88;182561.85;281341.63
T1_4201;T1;4201;LAGOA (SÃO MIGUEL);2280197.48;1287596.06;579951.61;310417.13;26492.36;370734.96;642936.34;11684.1;12345.45;73140.67;387567.17;158198.95;349665.08
T1_0807;T1;0807;LAGOS;7082879.49;5597237.98;2964955.05;1597480.1;78476.58;956326.25;968144.61;26888.79;674095.49;3369.42;27017.09;236773.82;517496.9
T1_4801;T1;4801;LAJES DAS FLORES;1254760.44;464193.37;228582.62;226663.84;0;8946.91;706380.84;40.8;628197.99;2850.26;16498.91;58792.88;84186.23
T1_4601;T1;4601;LAJES DO PICO;891634.03;602462.2;322356.3;231653.01;12163.06;36289.83;132471.8;0;78450.74;19820;19924.92;14276.14;156700.03
T1_1805;T1;1805;LAMEGO;4398430.97;2496449.53;1036841.63;959409.57;64575.9;435622.43;762182.85;86287;358672.53;86502.78;127355.13;103365.41;1139798.59
T1_1009;T1;1009;LEIRIA;13618885.96;9567476.05;2996692.79;3269597.48;303911.76;2997274.02;1294721.55;23530.91;578147.69;90580.58;208264.36;394198.01;2756688.36
T1_1106;T1;1106;LISBOA;107292843.5;81594242.28;55341702.16;18338600.3;913294.42;7000645.4;9626157.78;2880680.01;1681775.65;1226708.48;617952.01;3219041.63;16072443.39
T1_0808;T1;0808;LOULÉ;17900096.88;13758874.99;6464518.79;5458324.45;94876.98;1741154.77;2760057.07;36873.2;458632.64;1152331.15;148864.88;963355.2;1381164.82
T1_1107;T1;1107;LOURES;19889801.1;16232540.19;8899223.85;3518406.7;121168.77;3693740.87;1530495.39;4930.54;446740.33;741746.98;0;337077.54;2126765.52
T1_1108;T1;1108;LOURINHÃ;4832500.88;3577939.14;1301595.25;1723064.25;99693.38;453586.26;837970.35;0;277634.74;194255.14;270854.86;95225.61;416591.39
T1_0607;T1;0607;LOUSÃ;2774336.45;1819797.52;971916.84;675699.3;29956.63;142224.75;819866.94;8612.17;129414.65;109518.81;350048.58;222272.73;134671.99
T1_1305;T1;1305;LOUSADA;6254758.49;4404451.16;2412020.84;1463236.51;27134.08;502059.73;1396075.3;41431.4;940671.11;331342.45;38482.56;44147.78;454232.03
T1_1413;T1;1413;MAÇÃO;2137591.12;1656945.05;714375.94;763746.71;9203.8;169618.6;403328.48;0;35972.52;13051.32;274917.96;79386.68;77317.59
T1_0405;T1;0405;MACEDO DE CAVALEIROS;5571084.47;2717154.75;1200017.1;996192.51;69013.9;451931.24;1687325.15;77835.19;872182.08;241603.47;218874.37;276830.04;1166604.57
T1_3104;T1;3104;MACHICO;2471880.01;1830323.53;956964.41;685545.76;75270.22;112543.14;391405.61;31237.64;7579.09;132598.28;194059.21;25931.39;250150.87
T1_4602;T1;4602;MADALENA;1640369.09;870868.06;416016.74;153959.78;11206.25;289685.29;650659.08;0;106644.43;65995.13;443295.74;34723.78;118841.95
T1_1109;T1;1109;MAFRA;9989262.04;8108274.79;3114989.89;4098849.7;33843.57;860591.63;1622972.1;79188.4;930033.05;46303.26;23879.99;543567.4;258015.15
T1_1306;T1;1306;MAIA;10549695.8;8889167.81;4381667.84;2937853.57;35156.67;1534489.73;949666.82;23662;484663.88;104985.96;34749.09;301605.89;710861.17
T1_1806;T1;1806;MANGUALDE;2971010.09;2371108.32;1198036.58;979868.6;52781.44;140421.7;305993.45;1615.89;27324.66;79432.18;172481.63;25139.09;293908.32
T1_0908;T1;0908;MANTEIGAS;1119971.72;794339.94;331448.67;407872.69;8477.29;46541.29;211848.54;0;180113.97;0;8250;23484.57;113783.24
T1_1307;T1;1307;MARCO DE CANAVESES;5445553.27;4498248.75;1683141.07;1711678.9;151021.61;952407.17;287278.01;266.28;123731.41;108038.87;22234.06;33007.39;660026.51
T1_1010;T1;1010;MARINHA GRANDE;3374342.54;2468016.55;1319234.23;862266.02;20872.01;265644.29;646241.79;17924.59;15901.73;247849.78;283456.83;81108.86;260084.2
T1_1210;T1;1210;MARVÃO;1107155.77;813584.63;443379.02;305075.09;5651.08;59479.44;273205.96;1705.75;135982.04;30972.23;33913.9;70632.04;20365.18
T1_1308;T1;1308;MATOSINHOS;17212046.69;12083464.17;7359716.27;3242944.45;104856.26;1375947.19;2813353.44;90216;1494640.87;575161.6;423003.97;230331;2315229.08
T1_0111;T1;0111;MEALHADA;2562999.18;2006500.42;1180292.78;665264.44;7857.15;153086.05;343925.56;7410.25;103250.07;155415.14;61375.44;16474.66;212573.2
T1_0909;T1;0909;MEDA;1806710.88;1259014.43;705855.01;332428.56;7265.52;213465.34;535196.45;0;228245.83;69248.67;54127.36;183574.59;12500
T1_1603;T1;1603;MELGAÇO;3073329.1;1839520.49;981684.19;565508.55;45296.09;247031.66;903234.78;2186.19;148773.98;240118.26;337276.79;174879.56;330573.83
T1_0209;T1;0209;MÉRTOLA;3737922.02;2195973.33;1189069.2;551727.85;38997.82;416178.46;1224746.13;291032.69;87719.61;105751.77;623690.24;116551.82;317202.56
T1_1704;T1;1704;MESÃO FRIO;1379553.08;802314.05;455627.22;256110.83;24912.34;65663.66;435037.78;17499.98;248252.48;20681.82;19821.63;128781.87;142201.25
T1_0608;T1;0608;MIRA;2226485.64;1733776.87;874432.81;746921.71;33811.11;78611.24;252185.9;21424.09;138752.21;19882.29;66087.03;6040.28;240522.87
T1_0609;T1;0609;MIRANDA DO CORVO;1930244.37;1060263;659581.13;323417.79;24461.54;52802.54;707486.5;0;321642.42;220762.74;124849.15;40232.19;162494.87
T1_0406;T1;0406;MIRANDA DO DOURO;1876136.82;1385420.88;793388.53;476745.48;14296.02;100990.85;294388.11;85169;39738.99;25391.11;131493.17;12595.84;196327.83
T1_0407;T1;0407;MIRANDELA;4393829.83;3461928.57;1668465.41;1192420.49;83377.28;517665.39;445957.72;0;27993.29;176278.92;132715.15;108970.36;485943.54
T1_0408;T1;0408;MOGADOURO;2635754.59;1684632.95;673279.21;840682.24;37520.73;133150.77;600937.16;20587.5;10476.74;62828.22;303124.83;203919.87;350184.48
T1_1807;T1;1807;MOIMENTA DA BEIRA;2213958.07;1114642.23;626099.57;281615.04;36423.96;170503.66;401180.23;37830.5;111603.54;75066.75;137185.98;39493.46;698135.61
T1_1506;T1;1506;MOITA;6304977.17;4820925.55;3054937.82;978353.9;40139.9;747493.93;1040679.95;122.18;170422.41;303731.45;149411.15;416992.76;443371.67
T1_1604;T1;1604;MONÇÃO;3758935.82;2180209.47;1018205.21;779208.79;35617.47;347178;930464.16;75571.93;357094.68;92728.7;331104.08;73964.77;648262.19
T1_0809;T1;0809;MONCHIQUE;2019586.7;1147914.99;783648.86;319995.64;24318.59;19951.9;395548.99;17530.17;125725.72;74842.62;81920.05;95530.43;476122.72
