ldk;codigoperiodo;codigoine;dscautarquia;receitastotais;transferenciasorcamentoestado;financiamentouniaoeuropeia;impostosmunicipais;imi;imt;iuc;derramairc;taxasmultasoutrosimpostos;vendabensservicos;outrasreceitas
T1_0106;T1;0106;CASTELO DE PAIVA;1922154.83;1350759;0;156997.96;6299.53;40758.43;60068.1;0;49871.9;263002.41;151395.46
T1_1205;T1;1205;CASTELO DE VIDE;1164692.6;945897;0;31198.66;1950.22;4284.51;8847.71;0;16116.22;155030.01;32566.93
T1_1803;T1;1803;CASTRO DAIRE;3111671.88;1899099;199958.06;145818.07;9076.74;31905.72;66942.57;0;37893.04;370476.56;496320.19
T1_0804;T1;0804;CASTRO MARIM;2344287.45;852954;615158.83;172248.49;21902.76;73833.73;28760.03;0;47751.97;659457.6;44468.53
T1_0206;T1;0206;CASTRO VERDE;2007340.23;1358733;149346.13;90180.64;7038.94;12637.18;33253.93;15240.3;22010.29;305352.88;103727.58
T1_0903;T1;0903;CELORICO DA BEIRA;1812239.19;1334556;54058.99;205515.5;25407.57;20065.85;23823.45;0;136218.63;115716.73;102391.97
T1_0305;T1;0305;CELORICO DE BASTO;3319854.4;1807827;752628.13;305715.49;14901.07;149139.77;69370.43;0;72304.22;420752.99;32930.79
T1_1407;T1;1407;CHAMUSCA;5275000.44;1684488;248067.35;73563.87;13231.06;8902.59;35128.59;642.63;15659;40012.58;3228868.64
T1_1703;T1;1703;CHAVES;12560405.38;3230169;335789.98;704184.9;44731.3;316095.72;206057.09;0;137300.79;1810649.78;6479611.72
T1_1804;T1;1804;CINFÃES;3411430.91;1894626;387391.54;128816.58;0;14327.64;52035.95;0;62452.99;53177.13;947419.66
T1_0603;T1;0603;COIMBRA;13510236.37;4181487;1030886.4;4717854.27;290467.87;3114518.7;757789.16;7519.7;547558.84;754979.34;2825029.36
T1_0604;T1;0604;CONDEIXA-A-NOVA;2357933.39;1012026;130925.33;273015.19;16631.42;75118.38;75106.2;0;106159.19;810771.83;131195.04
T1_1408;T1;1408;CONSTÂNCIA;1400725.86;763369;189182.42;55482.8;8856.88;17843;17385.64;1494.23;9903.05;203103.65;189587.99
T1_1409;T1;1409;CORUCHE;3870115.49;2482055;470651.25;226525.73;11292.26;36478.49;56613.73;82356.64;39784.61;457934.25;232949.26
T1_4901;T1;4901;CORVO;630432.59;362208;243392.82;2304.31;0;0;2168.34;0;135.97;2527.46;20000
T1_0503;T1;0503;COVILHÃ;7429841.24;3011376;375166.03;903462.06;93749.61;326897.49;210330.45;13496.03;258988.48;682198.59;2457638.56
T1_1206;T1;1206;CRATO;1780086.34;1114051;441755.2;51463.89;1584.87;36842.26;9042.54;0;3994.22;87115.23;85701.02
T1_0207;T1;0207;CUBA;1161968.52;762615;1123.1;66894.04;4887.7;11803.14;17823.82;0;32379.38;178523.23;152813.15
T1_1207;T1;1207;ELVAS;3871500.95;1939380;113293.79;240038.03;42614.67;78245.27;91938.55;0;27239.54;747635.24;831153.89
T1_1410;T1;1410;ENTRONCAMENTO;4780375.23;795855.5;194215.71;485660.15;106935.68;151654.5;98618.72;0;128451.25;693819.11;2610824.76
T1_0107;T1;0107;ESPINHO;6610349.8;1363245.5;1725961.16;1117779.82;60425.17;112407.57;141660.96;1259.39;802026.73;994504.97;1408858.35
T1_0306;T1;0306;ESPOSENDE;3655938.61;1551357;1144968.14;608468.52;46816.56;185682.07;185510.31;0;190459.58;207714.81;143430.14
T1_0108;T1;0108;ESTARREJA;3250838.41;1640984;666160.25;369603.34;19519.19;65407.92;133149.03;6344.26;145182.94;374735.57;199355.25
T1_0704;T1;0704;ESTREMOZ;5196280.78;1692420;576835.68;367016.31;7662.81;241509.85;56334.5;0;61509.15;437993.71;2122015.08
T1_0705;T1;0705;ÉVORA;7129711.46;3302649;20371.47;1081849.68;72279.63;237261.43;275963.83;0;496344.79;671288.81;2053552.5
T1_0307;T1;0307;FAFE;5011163.08;2990619;19602.78;599965.92;48425.83;185181.01;232230.6;5909.16;128219.32;615061.11;785914.27
T1_0805;T1;0805;FARO;3888187.63;1582019;118767.64;1284871.58;112428.21;314010.66;520014.21;0;338418.5;350029.44;552499.97
T1_1303;T1;1303;FELGUEIRAS;6902571.51;2631912;1188787.6;907609.7;73209.89;274278.54;273364.01;27689.15;259068.11;1355436.77;818825.44
T1_0208;T1;0208;FERREIRA DO ALENTEJO;2682012.39;1544100;51474.3;288588.09;3736.46;190281.44;30209.21;4714.45;59646.53;231827.45;566022.55
T1_1411;T1;1411;FERREIRA DO ZÊZERE;1758574.93;1147123;21581.61;156819.24;6375.18;42511.11;39975.84;0;67957.11;356091.99;76959.09
T1_0605;T1;0605;FIGUEIRA DA FOZ;6993849.56;2331066;1836493.64;1167759.56;107121.79;452884.33;338920.81;0;268832.63;1294219.85;364310.51
T1_0904;T1;0904;FIGUEIRA DE CASTELO RODRIGO;1963912.35;1599669;12557.05;57343.82;3973.32;23291.98;19873.76;156.24;10048.52;177846.13;116496.35
T1_1008;T1;1008;FIGUEIRÓ DOS VINHOS;1380613.93;1095500.37;5854.9;93453.86;5880.47;14939.45;28813.5;0;43820.44;149301.16;36503.64
T1_0905;T1;0905;FORNOS DE ALGODRES;1893142.28;1015614.9;0;71118.91;5789.66;20704.19;20203.17;953.32;23468.57;116400.22;690008.25
T1_0404;T1;0404;FREIXO DE ESPADA À CINTA;2174831.94;1128548;298176.71;31247.21;1351.66;8203.78;12142.98;753.14;8795.65;118430.34;598429.68
T1_1208;T1;1208;FRONTEIRA;1836660.56;826254;838047.15;33531.87;7694.01;6193.59;13984.51;46.94;5612.82;110355.32;28472.22
T1_3103;T1;3103;FUNCHAL;16817324.01;3708156;7777.5;3680116.11;372085.38;1452213.35;585281.93;0;1270535.45;4609814.64;4811459.76
T1_0504;T1;0504;FUNDÃO;28008176.71;2686104;1809273.33;386564.27;50028.12;117302.24;113600.3;0;105633.61;757802.32;22368432.79
T1_1209;T1;1209;GAVIÃO;1416890;954033;147760.31;34275.6;2860.23;5634.15;8096.47;0;17684.75;157558.4;123262.69
T1_0606;T1;0606;GÓIS;1549427.82;1086621;29213.72;99820.21;6517.08;16450.67;17894.81;0;58957.65;137834.28;195938.61
T1_1412;T1;1412;GOLEGÃ;1730048.51;737001;370827.19;119089.46;9903.01;26698.07;20471.58;0;62016.8;153927.87;349202.99
T1_1304;T1;1304;GONDOMAR;21209412.31;4359609;9762444.39;1901020.95;393684.32;435779.31;699911.87;39839.4;331806.05;2228252.87;2958085.1
T1_0906;T1;0906;GOUVEIA;2522814.27;1636677;425627.09;124162.78;4515.85;37624.16;55670.99;0;26351.78;249797.43;86549.97
T1_1505;T1;1505;GRÂNDOLA;4661520.97;1599720;31418;1309995.96;90564.04;956060.61;64532.85;3606.62;195231.84;384721.15;1335665.86
T1_0907;T1;0907;GUARDA;6024400.69;3234450;333741.52;553516;68371.37;192003.22;204871.1;0;88270.31;626999.4;1275693.77
T1_0308;T1;0308;GUIMARÃES;14588254.81;5847255;2779636.4;2538347.35;292262.41;839089.94;728592.78;24245.4;654156.82;1141858.02;2281158.04
T1_4701;T1;4701;HORTA;2046624.83;1259601;298297.67;159747.56;13412.53;13031.62;86708.44;0;46594.97;327354.11;1624.49
T1_0505;T1;0505;IDANHA-A-NOVA;3684402.14;2805453;19797.37;245972.29;4973.98;196278.42;19013.58;0;25706.31;475048.05;138131.43
T1_0110;T1;0110;ÍLHAVO;3858535.81;1376308;52390.44;1006799.92;89190.43;536408.02;238463.98;0;142737.49;1061596.9;361440.55
T1_0806;T1;0806;LAGOA (ALGARVE);3916260.36;903948;9795.15;1448357.75;168588.49;972361.58;181965.87;0;125441.81;1453236.3;100923.16
T1_4201;T1;4201;LAGOA (SÃO MIGUEL);2758270.72;1125753;441152.12;369569.86;14219.08;277748.19;50891.31;1332.79;25378.49;421755.34;400040.4
T1_0807;T1;0807;LAGOS;13844698.67;859026;606224.24;2663976.48;170395.15;1867807.96;191290.35;2149.43;432333.59;2089721.15;7625750.8
T1_4801;T1;4801;LAJES DAS FLORES;1123753.98;623398;406052.83;972.26;0;0;0;0;972.26;74497.32;18833.57
T1_4601;T1;4601;LAJES DO PICO;1956741.38;941415;475379.77;29610.24;4772.63;2944.66;19410.75;0;2482.2;112218.8;398117.57
T1_1805;T1;1805;LAMEGO;4755720.49;1945698;788701.78;489739.95;51317.25;92432.64;116677.77;29815.62;199496.67;1361676.17;169904.59
T1_1009;T1;1009;LEIRIA;10671754.47;4199010;231884.14;2708226.66;235816.48;1075588.2;744625.02;18437.04;633759.92;974737.07;2557896.6
T1_1106;T1;1106;LISBOA;74171734.93;14709193;340;31406898.59;2209070.33;16543953.25;4030455.27;0;8623419.74;24571463.81;3483839.53
T1_0808;T1;0808;LOULÉ;23178067.12;2301993;1516975.36;4300794.68;642406.14;1847084.39;558890.77;11914.03;1240499.35;1515934.22;13542369.86
T1_1107;T1;1107;LOURES;20612229.8;4821925;6660.53;3459597.24;511852.15;1138561.58;988841.67;97238.6;723103.24;746113.3;11577933.73
T1_1108;T1;1108;LOURINHÃ;3523400.24;1163091;77682.65;526842.73;106189.7;215944.84;129248.83;0;75459.36;977114.05;778669.81
T1_0607;T1;0607;LOUSÃ;3043656.48;1085976;66810.74;283302.97;18987.07;25183.64;80507.46;17929.91;140694.89;487561.14;1120005.63
T1_1305;T1;1305;LOUSADA;5299519.76;2269626;242500.22;728199.09;62859.5;168211.68;187271.28;0;309856.63;1037871.38;1021323.07
T1_1413;T1;1413;MAÇÃO;1943912.24;1516818;0;67255.34;10234.1;22309.37;24883.82;0;9828.05;274878.48;84960.42
T1_0405;T1;0405;MACEDO DE CAVALEIROS;4505242.43;2389476;16945.97;332953.74;16148.19;36297.86;57130.48;5060.68;218316.53;564877.42;1200989.3
T1_3104;T1;3104;MACHICO;2622029.02;1454187;356848.93;705296.43;117386.55;460139.42;94781.69;0;32988.77;57768.53;47928.13
T1_4602;T1;4602;MADALENA;1259147.44;1002966;69097.26;47806.76;4308.44;8136.79;29502.78;0;5858.75;138585.63;691.79
T1_1109;T1;1109;MAFRA;9881586.81;1722540;753215.56;2195872.59;247509.64;430697.86;413630.41;57258.89;1046775.79;1749656.41;3460302.25
T1_1306;T1;1306;MAIA;8248076.38;2927499;0;3125775.14;279868.3;851070.33;693198.57;220099.81;1081538.13;1301106.33;893695.91
T1_1806;T1;1806;MANGUALDE;3680023.95;2232884.2;2884.35;466502.76;29376.87;106483.11;93520.5;0;237122.28;851397.57;126355.07
T1_0908;T1;0908;MANTEIGAS;1233233.49;878953.49;194204.42;20307.96;743.26;2181.48;12518.37;0;4864.85;100235.11;39532.51
T1_1307;T1;1307;MARCO DE CANAVESES;4853188.53;3148221;495842.8;673747.06;53629.21;213872.68;235425.24;10772.34;160047.59;483303.6;52074.07
T1_1010;T1;1010;MARINHA GRANDE;3546185.7;1438488;119012.23;518043.99;64901.28;144653.99;216354.06;0;92134.66;829379.24;641262.24
T1_1210;T1;1210;MARVÃO;1041744.73;816373;117526.58;19551.32;3388.32;0;13228.51;522.64;2411.85;73101.34;15192.49
T1_1308;T1;1308;MATOSINHOS;22357881.69;3963429;2990949.91;5371803.22;341869.23;925159.58;904955.69;50393;3149425.72;2516269.78;7515429.78
T1_0111;T1;0111;MEALHADA;3154199.8;1282410;0;622307.32;34646.98;68537.08;97653.43;3405.08;418064.75;855919.92;393562.56
T1_0909;T1;0909;MEDA;1754685.38;1238676;64845.61;73729.45;3141.27;25081.56;20194.1;0;25312.52;140332.07;237102.25
T1_1603;T1;1603;MELGAÇO;5105604.23;1525098;1563437.9;129655.59;4211.6;40664.25;41469.6;0;43310.14;695116.05;1192296.69
T1_0209;T1;0209;MÉRTOLA;3036129.25;2517207;120270.11;82076.68;6206.07;11633.98;24579.71;0;39656.92;248353.05;68222.41
T1_1704;T1;1704;MESÃO FRIO;1264877.42;748818;159238.77;72528.93;2188.13;29362.28;16437.02;0;24541.5;101175.77;183115.95
T1_0608;T1;0608;MIRA;1939021.88;1012885;6820.38;374252.1;13016.65;139027.3;60723.79;0;161484.36;350007.4;195057
T1_0609;T1;0609;MIRANDA DO CORVO;2473322.82;1024464;192916.95;286338.89;62735.62;51029.81;64280.24;0;108293.22;400050.72;569552.26
T1_0406;T1;0406;MIRANDA DO DOURO;2203403.49;1617318;138184.95;78404.86;2106.1;18906;30715.16;0.54;26677.06;348655.53;20840.15
T1_0407;T1;0407;MIRANDELA;12160272.52;2504144;310815.86;280899.68;19813.69;89307.9;96275.3;0;75502.79;1024434.52;8039978.46
T1_0408;T1;0408;MOGADOURO;3703607.9;2145441;903442.94;107546.9;2117.88;15843.54;31074.09;0;58511.39;475636.02;71541.04
T1_1807;T1;1807;MOIMENTA DA BEIRA;2537167.48;1379244;0;168120.76;39496.28;52346.03;44067.57;0;32210.88;211119.82;778682.9
T1_1506;T1;1506;MOITA;6483878.67;2549433;41506.8;1560268.09;186814.28;180256.63;264332.32;4133.78;924731.08;1642297.24;690373.54
T1_1604;T1;1604;MONÇÃO;3447991.06;1887348;212041.91;289236.03;14967.27;139130.75;100213.59;0;34924.42;544723.22;514641.9
T1_0809;T1;0809;MONCHIQUE;2491210.53;1543224;56204.52;237351.47;7301.45;181535.55;20459.71;0;28054.76;187393.87;467036.67
T1_1705;T1;1705;MONDIM DE BASTO;3601159.04;3023784.76;179854.92;132583.02;7659.54;66110.58;36475.14;0;22337.76;145543;119393.34
T1_1211;T1;1211;MONFORTE;1119946.01;990234;4100.84;25624.9;2388.56;3883.02;7740.33;0;11612.99;49311.45;50674.82
T1_1706;T1;1706;MONTALEGRE;3915892.26;2427516;434084.12;169661.08;18232.84;26347.97;46440.69;653.89;77985.69;505499;379132.06
T1_0706;T1;0706;MONTEMOR-O-NOVO;3527010.5;2326914;438201.05;330185.71;13902.61;223091.45;73012.75;604.45;19574.45;353937.71;77772.03
T1_0610;T1;0610;MONTEMOR-O-VELHO;3649973.01;1664307;512608.81;478008.86;26054.55;62341.78;110358.55;3023.67;276230.31;409773.3;585275.04
T1_1507;T1;1507;MONTIJO;4964558.37;1438872;23293.33;1402085.87;148217.83;531519.31;247817.46;0;474531.27;644412.65;1455894.52
T1_0707;T1;0707;MORA;1319711.7;1094793;0;42193.33;5976.73;6136.43;18925.38;206.97;10947.82;159853.97;22871.4
T1_1808;T1;1808;MORTÁGUA;1643331.35;1272216;0;114704.33;9584.03;18127.38;44892.54;416.65;41683.73;175536.99;80874.03
T1_0210;T1;0210;MOURA;2902538.24;2274075;277977.74;80467.49;10745.06;0;54781.12;838.68;14102.63;161375.18;108642.83
T1_0708;T1;0708;MOURÃO;1592575.4;1237106.7;0;133424.04;1590.9;119522.16;10137.86;0;2173.12;70477.25;151567.41
T1_1707;T1;1707;MURÇA;1385299.72;1091362.29;0;56902.08;2338.52;16385.55;15832.64;0;22345.37;115197.72;121837.63
T1_0112;T1;0112;MURTOSA;1449857.61;883938;238362.08;186134.98;8816.19;94381.92;61698.93;0;21237.94;119184.2;22238.35
T1_1011;T1;1011;NAZARÉ;2639769.18;782325;0;434039.6;46470.55;162076.04;137229.28;0;88263.73;554538.32;868866.26
T1_1809;T1;1809;NELAS;1982010.62;1123878;135896.47;369028.16;49097.75;32067;61691.13;0;226172.28;259401.57;93806.42
T1_1212;T1;1212;NISA;2243952.62;1605522;64225.98;45334.94;2834.57;7297.5;22594.62;0;12608.25;285131.11;243738.59
T1_4202;T1;4202;NORDESTE;1277894.36;1042837;177709.34;54506.39;1088.04;35543.66;12231.32;385.52;5257.85;2841.63;0
T1_1012;T1;1012;ÓBIDOS;5790468.34;536470;10895.25;1188397.46;96903.25;296791.86;64717.62;0;729984.73;689828.86;3364876.77
T1_0211;T1;0211;ODEMIRA;5993647.45;3366795;981890.64;388322.82;33528.15;145260.79;109790.49;3303.52;96439.87;1072474.32;184164.67
T1_1116;T1;1116;ODIVELAS;11076911.46;3636589;609926.9;3121600.38;318316.78;1100389.22;622588.82;63441.78;1016863.78;1842436.21;1866358.97
T1_1110;T1;1110;OEIRAS;13467171.39;4414338;97701.61;5867757.21;707625.36;1678809.79;2291677.13;260138.75;929506.18;2792334.34;295040.23
T1_0506;T1;0506;OLEIROS;1832138.48;1488525;0;22678.7;1958.37;3001.52;12231.05;0;5487.76;295693.46;25241.32
T1_0810;T1;0810;OLHÃO;3937671.35;1637196;128809.09;1046282.96;133535.72;546138.34;295363.3;0;71245.6;394321.2;731062.1
T1_0113;T1;0113;OLIVEIRA DE AZEMÉIS;7947974.4;3033276;739757.9;808312.87;73505.56;200882.59;337437.3;0;196487.42;1411526.98;1955100.65
T1_1810;T1;1810;OLIVEIRA DE FRADES;2260435.39;1083978;0;157219.35;14450.14;52942.7;45718.87;0;44107.64;159702.06;859535.98
T1_0114;T1;0114;OLIVEIRA DO BAIRRO;3471769.11;1591137;672578.48;289770.22;40703.72;92576.4;114480.65;3234.74;38774.71;498753.05;419530.36
T1_0611;T1;0611;OLIVEIRA DO HOSPITAL;3320334.96;1681227;651712.16;470184.63;19253.35;135437.27;86767.36;0;228726.65;472013.06;45198.11
T1_1421;T1;1421;OURÉM;6749771.85;2739838.32;1207838.25;1008999.53;64429.02;242083.12;230837.17;17632.94;454017.28;315032.65;1478063.1
T1_0212;T1;0212;OURIQUE;2453467.01;1495191;231043.68;43903.3;3363.44;14505.84;23322.42;0;2711.6;141897.8;541431.23
T1_0115;T1;0115;OVAR;4605549.31;2017440;407270.14;1124929.49;99103.32;391328.98;247731.27;25296.48;361469.44;933475.67;122434.01
